Employee ID,Department,Work Hours,Training Hours,Absenteeism Rate,Productivity Score,Satisfaction Score,Revenue Generated,Turnover Status
EMP3801,Marketing,38,27,9.86,89,1.6,5772.75,No
EMP3802,Sales,37,24,9.5,76,3.5,4929.54,Yes
EMP3803,IT,36,18,0.86,84,3.4,5448.44,No
EMP3804,IT,37,25,2.04,75,4.7,4864.68,No
EMP3805,IT,42,18,8.46,99,2.2,6421.38,No
EMP3806,Sales,41,5,11.37,85,3.3,5513.3,No
EMP3807,HR,25,1,9.4,62,1.0,4021.47,No
EMP3808,HR,24,5,10.72,90,3.9,5837.62,No
EMP3809,Marketing,44,9,13.71,86,4.7,5578.17,No
EMP3810,IT,52,29,12.78,78,2.1,5059.27,No
EMP3811,HR,34,19,4.46,62,1.2,4021.47,No
EMP3812,IT,40,0,1.97,73,4.4,4734.96,No
EMP3813,Sales,21,5,6.17,94,2.7,6097.07,No
EMP3814,IT,57,9,14.59,72,1.4,4670.09,Yes
EMP3815,Finance,23,4,8.38,61,1.5,3956.61,No
EMP3816,Finance,57,11,13.48,74,4.8,4799.82,Yes
EMP3817,HR,40,17,11.29,71,2.2,4605.23,No
EMP3818,Finance,24,31,7.16,88,4.3,5707.89,Yes
EMP3819,Marketing,22,24,4.34,89,4.6,5772.75,No
EMP3820,HR,31,28,13.72,74,1.8,4799.82,No
EMP3821,Finance,30,37,10.69,60,1.7,3891.74,No
EMP3822,Sales,58,8,5.42,92,2.1,5967.34,No
EMP3823,Marketing,59,12,8.41,68,1.7,4410.64,No
EMP3824,Sales,58,36,14.17,94,2.1,6097.07,No
EMP3825,HR,36,7,14.55,92,3.7,5967.34,No
EMP3826,HR,25,25,6.19,89,3.4,5772.75,No
EMP3827,Marketing,27,8,5.5,73,2.4,4734.96,Yes
EMP3828,HR,58,22,9.75,65,3.1,4216.06,No
EMP3829,Finance,59,9,8.11,86,2.8,5578.17,No
EMP3830,Marketing,32,10,14.35,91,4.2,5902.48,No
EMP3831,Sales,58,11,5.67,87,1.9,5643.03,No
EMP3832,Marketing,27,39,11.75,64,4.3,4151.19,No
EMP3833,HR,58,38,9.19,99,3.0,6421.38,Yes
EMP3834,HR,48,7,2.25,66,1.3,4280.92,Yes
EMP3835,Sales,41,0,2.59,93,1.1,6032.2,No
EMP3836,IT,31,22,7.98,66,3.0,4280.92,No
EMP3837,Finance,24,15,9.12,74,3.5,4799.82,No
EMP3838,IT,34,37,9.4,65,3.2,4216.06,Yes
EMP3839,HR,34,5,12.77,83,4.7,5383.58,No
EMP3840,HR,50,14,14.95,88,1.1,5707.89,No
EMP3841,IT,37,27,3.45,70,4.6,4540.37,No
EMP3842,IT,31,18,4.62,97,2.8,6291.65,No
EMP3843,Marketing,55,11,4.62,74,4.7,4799.82,No
EMP3844,Sales,48,3,11.31,85,1.3,5513.3,No
EMP3845,HR,46,21,4.95,99,2.5,6421.38,No
EMP3846,Finance,58,1,8.63,95,4.7,6161.93,No
EMP3847,HR,41,31,13.05,66,2.0,4280.92,No
EMP3848,HR,45,25,9.11,74,1.5,4799.82,No
EMP3849,Marketing,24,27,6.42,89,5.0,5772.75,No
EMP3850,Sales,56,1,3.3,94,3.5,6097.07,No
EMP3851,IT,41,31,5.62,97,3.7,6291.65,No
EMP3852,IT,35,36,3.79,76,3.3,4929.54,No
EMP3853,Finance,53,30,7.39,77,2.8,4994.41,No
EMP3854,Finance,21,22,13.6,93,3.0,6032.2,No
EMP3855,Sales,37,34,11.02,67,4.4,4345.78,Yes
EMP3856,IT,40,3,14.07,64,3.3,4151.19,No
EMP3857,Sales,40,8,2.97,84,4.6,5448.44,No
EMP3858,HR,21,31,9.42,91,4.1,5902.48,No
EMP3859,IT,32,3,3.13,61,4.7,3956.61,No
EMP3860,Marketing,30,23,3.46,80,4.9,5188.99,No
EMP3861,Sales,51,3,2.2,68,2.2,4410.64,No
EMP3862,HR,57,23,9.64,87,2.5,5643.03,No
EMP3863,HR,33,29,13.67,74,3.6,4799.82,No
EMP3864,Sales,36,37,9.94,80,5.0,5188.99,No
EMP3865,Marketing,39,34,14.01,98,2.8,6356.52,Yes
EMP3866,IT,36,37,14.57,62,1.4,4021.47,No
EMP3867,Marketing,57,25,4.59,95,3.9,6161.93,No
EMP3868,HR,58,0,10.24,94,4.5,6097.07,Yes
EMP3869,HR,35,39,5.7,93,1.7,6032.2,Yes
EMP3870,IT,24,3,13.4,60,3.3,3891.74,Yes
EMP3871,Sales,45,39,5.02,76,4.7,4929.54,No
EMP3872,Marketing,44,5,3.28,60,3.0,3891.74,Yes
EMP3873,Sales,55,16,6.07,60,3.9,3891.74,No
EMP3874,IT,22,38,3.52,71,3.2,4605.23,No
EMP3875,Finance,38,11,12.61,85,4.0,5513.3,No
EMP3876,HR,38,37,2.05,79,2.3,5124.13,No
EMP3877,Sales,52,8,5.43,75,3.0,4864.68,No
EMP3878,IT,54,1,7.31,60,4.8,3891.74,No
EMP3879,IT,39,36,7.21,64,3.4,4151.19,No
EMP3880,IT,23,21,8.85,92,2.1,5967.34,No
EMP3881,IT,42,37,7.71,78,2.9,5059.27,Yes
EMP3882,IT,49,16,3.51,92,1.5,5967.34,No
EMP3883,Sales,38,37,6.22,62,4.3,4021.47,No
EMP3884,Sales,34,27,3.99,64,3.4,4151.19,No
EMP3885,Finance,53,10,4.77,68,2.4,4410.64,Yes
EMP3886,Marketing,23,27,3.73,90,4.3,5837.62,No
EMP3887,IT,59,24,9.29,94,1.2,6097.07,No
EMP3888,HR,42,25,2.92,69,4.9,4475.51,Yes
EMP3889,HR,57,38,1.75,90,4.9,5837.62,No
EMP3890,HR,37,28,6.35,88,1.6,5707.89,No
EMP3891,IT,25,24,4.43,68,2.6,4410.64,No
EMP3892,Finance,55,30,11.35,79,3.8,5124.13,No
EMP3893,Sales,47,1,7.81,79,4.1,5124.13,Yes
EMP3894,Sales,42,31,14.01,71,3.2,4605.23,No
EMP3895,Marketing,30,32,7.07,82,1.4,5318.72,No
EMP3896,Finance,21,35,10.36,61,2.7,3956.61,Yes
EMP3897,IT,29,34,5.31,67,4.0,4345.78,No
EMP3898,HR,21,0,3.27,80,2.8,5188.99,No
EMP3899,Finance,47,39,8.83,94,3.5,6097.07,No
EMP3900,Marketing,54,29,11.26,98,1.6,6356.52,No
EMP3901,Finance,32,25,13.57,66,3.1,4280.92,No
EMP3902,Finance,51,18,4.42,85,1.0,5513.3,Yes
EMP3903,Finance,28,27,10.83,90,5.0,5837.62,Yes
EMP3904,Marketing,23,15,10.3,76,4.8,4929.54,No
EMP3905,Sales,20,33,7.1,66,2.9,4280.92,No
EMP3906,HR,58,7,14.46,79,4.2,5124.13,Yes
EMP3907,IT,57,8,1.38,69,3.1,4475.51,No
EMP3908,HR,44,12,0.22,68,4.9,4410.64,No
EMP3909,Finance,27,23,11.01,84,1.8,5448.44,Yes
EMP3910,Marketing,52,7,4.34,88,1.9,5707.89,No
EMP3911,IT,27,3,0.69,83,1.9,5383.58,Yes
EMP3912,HR,23,21,8.01,80,4.4,5188.99,No
EMP3913,IT,47,0,14.4,85,2.2,5513.3,No
EMP3914,IT,46,24,11.05,89,3.4,5772.75,No
EMP3915,Sales,39,33,8.23,95,1.4,6161.93,No
EMP3916,Marketing,21,3,5.5,74,1.2,4799.82,No
EMP3917,HR,30,36,7.95,81,1.8,5253.86,No
EMP3918,Marketing,38,31,9.78,63,3.5,4086.33,No
EMP3919,Finance,55,9,1.1,63,2.3,4086.33,No
EMP3920,Finance,25,39,14.86,88,2.3,5707.89,No
EMP3921,Marketing,30,5,13.46,72,4.9,4670.09,Yes
EMP3922,IT,26,39,0.46,97,1.9,6291.65,No
EMP3923,Marketing,26,9,12.49,78,1.7,5059.27,Yes
EMP3924,HR,22,37,8.07,94,4.6,6097.07,Yes
EMP3925,Finance,29,27,7.63,89,4.0,5772.75,No
EMP3926,Marketing,54,24,0.29,66,2.1,4280.92,No
EMP3927,Marketing,58,36,6.29,79,4.3,5124.13,No
EMP3928,IT,29,13,5.9,73,4.7,4734.96,No
EMP3929,HR,24,37,5.74,63,2.7,4086.33,No
EMP3930,Sales,44,2,6.77,87,4.3,5643.03,Yes
EMP3931,IT,44,31,4.27,72,1.7,4670.09,No
EMP3932,Marketing,37,7,1.87,93,4.2,6032.2,No
EMP3933,Sales,38,28,12.06,99,1.4,6421.38,No
EMP3934,Marketing,26,5,9.1,88,4.9,5707.89,Yes
EMP3935,Marketing,41,26,13.75,81,1.1,5253.86,Yes
EMP3936,Finance,23,34,1.39,80,2.2,5188.99,Yes
EMP3937,Finance,46,39,13.5,78,3.0,5059.27,No
EMP3938,IT,21,28,13.36,84,4.0,5448.44,No
EMP3939,Marketing,38,26,4.99,87,2.9,5643.03,No
EMP3940,IT,35,26,0.24,85,1.4,5513.3,No
EMP3941,HR,49,23,12.19,70,2.3,4540.37,No
EMP3942,Sales,33,8,2.03,86,1.2,5578.17,No
EMP3943,Marketing,49,37,8.26,99,3.5,6421.38,No
EMP3944,HR,27,11,6.1,64,4.8,4151.19,No
EMP3945,Sales,50,23,0.57,73,1.0,4734.96,No
EMP3946,HR,41,16,6.24,60,2.7,3891.74,Yes
EMP3947,Marketing,22,34,0.01,60,3.5,3891.74,No
EMP3948,Marketing,53,1,4.34,78,1.5,5059.27,No
EMP3949,Marketing,37,34,8.97,82,1.3,5318.72,No
EMP3950,Finance,21,11,2.61,73,3.6,4734.96,No
EMP3951,Sales,48,8,1.09,94,2.9,6097.07,Yes
EMP3952,Finance,45,8,5.46,95,3.4,6161.93,No
EMP3953,Marketing,46,36,14.89,70,3.3,4540.37,Yes
EMP3954,Marketing,26,11,1.27,94,4.8,6097.07,No
EMP3955,Finance,26,32,12.14,78,1.5,5059.27,Yes
EMP3956,Finance,33,22,12.37,93,3.8,6032.2,No
EMP3957,HR,54,28,13.94,81,4.5,5253.86,Yes
EMP3958,Marketing,56,26,7.64,89,2.2,5772.75,No
EMP3959,Finance,32,6,14.44,80,2.1,5188.99,No
EMP3960,Finance,22,15,1.41,62,1.1,4021.47,No
EMP3961,HR,45,18,6.41,80,2.8,5188.99,No
EMP3962,Finance,54,14,2.63,70,2.8,4540.37,No
EMP3963,Sales,40,37,0.17,92,2.1,5967.34,No
EMP3964,Finance,32,20,8.53,86,2.1,5578.17,No
EMP3965,Finance,53,13,2.25,68,4.0,4410.64,Yes
EMP3966,IT,53,6,11.69,61,1.1,3956.61,No
EMP3967,IT,47,21,0.58,87,1.5,5643.03,No
EMP3968,HR,58,33,6.77,87,2.2,5643.03,No
EMP3969,Finance,26,31,5.75,96,4.5,6226.79,No
EMP3970,HR,54,31,4.67,88,1.2,5707.89,No
EMP3971,HR,29,23,13.3,94,4.7,6097.07,No
EMP3972,Marketing,37,9,6.72,96,2.4,6226.79,No
EMP3973,Sales,53,13,11.6,61,2.9,3956.61,No
EMP3974,HR,47,34,4.08,74,2.8,4799.82,No
EMP3975,Sales,22,39,11.61,87,3.6,5643.03,No
EMP3976,Marketing,36,25,9.88,76,1.7,4929.54,No
EMP3977,IT,33,3,8.49,84,1.8,5448.44,No
EMP3978,IT,37,10,9.63,63,4.4,4086.33,No
EMP3979,IT,41,22,5.88,76,1.6,4929.54,No
EMP3980,Sales,58,29,4.65,95,3.3,6161.93,No
EMP3981,Finance,40,10,12.35,63,3.2,4086.33,No
EMP3982,Finance,44,24,10.35,77,4.9,4994.41,No
EMP3983,HR,34,8,10.6,67,4.8,4345.78,Yes
EMP3984,HR,43,14,0.95,71,1.9,4605.23,No
EMP3985,Sales,39,31,6.58,92,1.8,5967.34,Yes
EMP3986,Finance,52,14,13.68,73,4.3,4734.96,No
EMP3987,IT,24,12,9.53,99,1.1,6421.38,No
EMP3988,Sales,34,3,0.45,69,2.7,4475.51,No
EMP3989,IT,28,30,4.97,97,3.9,6291.65,No
EMP3990,Finance,38,27,14.47,70,5.0,4540.37,No
EMP3991,Marketing,54,8,4.27,73,2.5,4734.96,Yes
EMP3992,IT,41,20,5.49,90,2.5,5837.62,No
EMP3993,IT,22,11,6.51,79,3.1,5124.13,No
EMP3994,Finance,44,36,13.08,81,3.6,5253.86,No
EMP3995,IT,53,36,14.26,73,3.7,4734.96,No
EMP3996,IT,38,14,14.83,68,1.6,4410.64,No
EMP3997,IT,31,7,4.15,87,3.9,5643.03,No
EMP3998,IT,24,16,10.32,98,1.7,6356.52,No
EMP3999,IT,26,38,12.05,83,3.0,5383.58,No
EMP4000,Finance,49,17,10.4,87,2.7,5643.03,Yes
EMP4001,IT,27,14,0.07,87,3.6,5643.03,No
EMP4002,HR,43,2,14.49,60,5.0,3891.74,Yes
EMP4003,IT,31,7,8.41,84,4.6,5448.44,Yes
EMP4004,HR,21,9,6.12,71,1.4,4605.23,No
EMP4005,Finance,48,29,0.12,96,4.4,6226.79,Yes
EMP4006,HR,34,18,14.89,70,4.4,4540.37,No
EMP4007,Sales,45,5,3.1,86,1.3,5578.17,Yes
EMP4008,HR,43,15,13.84,83,4.0,5383.58,No
EMP4009,IT,37,29,9.21,68,3.2,4410.64,No
EMP4010,IT,50,26,6.14,62,1.8,4021.47,No
EMP4011,Sales,36,7,14.25,97,4.3,6291.65,No
EMP4012,Sales,48,8,6.27,97,2.8,6291.65,No
EMP4013,Marketing,32,22,9.45,90,1.2,5837.62,No
EMP4014,Sales,23,9,7.06,94,3.7,6097.07,No
EMP4015,IT,20,11,5.43,90,1.4,5837.62,No
EMP4016,HR,48,19,8.6,92,1.3,5967.34,Yes
EMP4017,HR,51,33,7.87,78,1.9,5059.27,No
EMP4018,IT,59,29,13.58,82,1.1,5318.72,No
EMP4019,Finance,50,10,11.64,80,3.2,5188.99,No
EMP4020,HR,45,29,5.68,69,1.3,4475.51,Yes
EMP4021,HR,48,33,9.95,84,4.3,5448.44,No
EMP4022,HR,23,20,4.12,67,3.2,4345.78,No
EMP4023,Finance,22,19,12.8,69,2.9,4475.51,Yes
EMP4024,Marketing,22,30,14.82,99,4.5,6421.38,No
EMP4025,Finance,52,20,6.06,70,3.7,4540.37,No
EMP4026,Finance,28,15,3.86,61,2.9,3956.61,No
EMP4027,IT,58,23,3.7,80,2.0,5188.99,No
EMP4028,Marketing,36,27,11.68,63,1.5,4086.33,Yes
EMP4029,Sales,42,20,13.22,65,2.4,4216.06,Yes
EMP4030,Marketing,41,33,8.1,81,2.7,5253.86,No
EMP4031,Marketing,51,21,14.42,91,4.5,5902.48,No
EMP4032,IT,49,31,10.61,74,1.8,4799.82,No
EMP4033,Finance,54,35,10.73,84,1.6,5448.44,Yes
EMP4034,Finance,39,38,9.4,91,3.5,5902.48,No
EMP4035,Sales,50,13,5.25,95,3.3,6161.93,Yes
EMP4036,Sales,49,37,0.59,74,1.9,4799.82,Yes
EMP4037,HR,50,25,8.0,93,4.2,6032.2,Yes
EMP4038,Sales,48,20,11.98,73,1.1,4734.96,No
EMP4039,IT,52,4,7.9,76,2.8,4929.54,No
EMP4040,Sales,58,29,10.8,61,1.1,3956.61,Yes
EMP4041,Finance,52,15,13.18,86,4.6,5578.17,No
EMP4042,Sales,34,6,13.81,75,4.0,4864.68,No
EMP4043,Finance,51,15,11.35,94,2.4,6097.07,No
EMP4044,HR,46,9,14.6,82,1.4,5318.72,No
EMP4045,Sales,39,18,6.18,85,2.5,5513.3,Yes
EMP4046,Marketing,37,3,5.46,63,1.8,4086.33,No
EMP4047,HR,52,15,14.85,72,3.8,4670.09,Yes
EMP4048,Finance,23,19,7.66,79,1.2,5124.13,No
EMP4049,IT,25,1,6.67,98,1.3,6356.52,No
EMP4050,IT,49,14,14.69,86,1.9,5578.17,No
EMP4051,IT,49,9,12.25,88,4.7,5707.89,No
EMP4052,IT,21,20,2.92,86,1.3,5578.17,No
EMP4053,Finance,50,25,5.72,74,1.3,4799.82,No
EMP4054,HR,22,11,8.29,71,1.6,4605.23,No
EMP4055,Sales,29,5,11.43,88,2.5,5707.89,Yes
EMP4056,Finance,59,36,14.73,97,3.7,6291.65,Yes
EMP4057,Sales,46,15,2.94,69,4.9,4475.51,No
EMP4058,HR,24,33,11.18,69,3.8,4475.51,No
EMP4059,IT,59,25,4.38,78,4.5,5059.27,No
EMP4060,HR,43,27,12.92,86,4.7,5578.17,No
EMP4061,IT,57,7,0.09,66,4.7,4280.92,No
EMP4062,Sales,55,2,1.86,81,4.2,5253.86,No
EMP4063,Finance,42,33,5.61,85,1.3,5513.3,No
EMP4064,HR,44,3,3.89,71,2.3,4605.23,No
EMP4065,Finance,44,30,9.22,95,2.6,6161.93,No
EMP4066,Sales,53,35,1.71,77,2.3,4994.41,No
EMP4067,Marketing,46,24,4.19,82,5.0,5318.72,No
EMP4068,Finance,47,8,3.38,91,3.4,5902.48,No
EMP4069,HR,23,36,6.76,87,3.9,5643.03,No
EMP4070,HR,43,10,10.52,61,3.0,3956.61,Yes
EMP4071,HR,26,34,11.29,61,2.9,3956.61,No
EMP4072,IT,27,11,8.3,60,4.9,3891.74,No
EMP4073,IT,40,2,1.65,85,3.5,5513.3,No
EMP4074,Finance,38,3,6.16,84,5.0,5448.44,No
EMP4075,IT,58,9,13.87,87,3.0,5643.03,Yes
EMP4076,Finance,57,15,14.96,89,4.5,5772.75,Yes
EMP4077,IT,42,39,14.92,86,2.9,5578.17,Yes
EMP4078,Marketing,30,22,7.5,63,3.7,4086.33,No
EMP4079,IT,43,23,3.04,70,4.1,4540.37,No
EMP4080,Finance,56,38,3.61,93,3.2,6032.2,No
EMP4081,Finance,50,4,0.81,69,4.2,4475.51,Yes
EMP4082,Sales,37,13,0.04,62,4.5,4021.47,No
EMP4083,Sales,53,26,4.74,84,4.2,5448.44,No
EMP4084,IT,29,6,13.55,73,4.0,4734.96,No
EMP4085,Marketing,21,9,0.16,97,4.0,6291.65,No
EMP4086,IT,34,3,0.42,91,2.9,5902.48,No
EMP4087,Marketing,43,38,4.98,74,1.5,4799.82,No
EMP4088,Sales,59,7,7.12,89,2.7,5772.75,No
EMP4089,Sales,29,26,6.68,61,3.6,3956.61,No
EMP4090,IT,54,9,3.5,63,1.0,4086.33,No
EMP4091,IT,51,9,7.23,97,2.7,6291.65,No
EMP4092,Finance,38,25,4.8,81,1.6,5253.86,No
EMP4093,Marketing,58,25,10.38,79,3.4,5124.13,No
EMP4094,Finance,54,25,10.62,91,4.4,5902.48,Yes
EMP4095,HR,24,13,1.65,80,1.2,5188.99,Yes
EMP4096,Sales,26,34,14.58,96,4.6,6226.79,No
EMP4097,Sales,33,27,13.82,97,2.5,6291.65,No
EMP4098,Marketing,23,9,1.88,94,4.6,6097.07,No
EMP4099,IT,31,30,14.28,77,2.3,4994.41,No
EMP4100,Marketing,47,36,3.52,61,2.3,3956.61,No
EMP4101,Sales,30,27,14.09,69,4.6,4475.51,No
EMP4102,Sales,26,34,14.02,89,1.2,5772.75,No
EMP4103,Finance,21,34,6.78,82,2.6,5318.72,Yes
EMP4104,Finance,54,6,14.74,72,1.3,4670.09,No
EMP4105,Marketing,24,23,11.39,91,4.5,5902.48,No
EMP4106,IT,46,8,5.41,76,3.5,4929.54,Yes
EMP4107,HR,47,24,12.34,81,3.8,5253.86,Yes
EMP4108,Finance,46,6,6.93,63,3.1,4086.33,No
EMP4109,Marketing,28,2,12.96,65,1.1,4216.06,No
EMP4110,IT,21,13,13.16,83,2.6,5383.58,No
EMP4111,Marketing,27,33,6.77,99,1.2,6421.38,Yes
EMP4112,Finance,58,13,9.83,75,3.2,4864.68,No
EMP4113,HR,37,15,2.47,86,3.3,5578.17,Yes
EMP4114,HR,48,22,12.21,67,2.0,4345.78,No
EMP4115,Sales,23,19,0.34,87,3.6,5643.03,No
EMP4116,IT,24,10,14.23,65,2.2,4216.06,No
EMP4117,HR,39,4,11.54,89,5.0,5772.75,No
EMP4118,Sales,28,9,14.95,94,2.4,6097.07,No
EMP4119,HR,34,8,10.32,90,1.6,5837.62,Yes
EMP4120,Finance,23,5,4.92,70,4.8,4540.37,Yes
EMP4121,Finance,52,11,5.81,96,2.7,6226.79,Yes
EMP4122,Sales,45,6,0.93,75,4.0,4864.68,No
EMP4123,IT,55,12,7.05,99,3.4,6421.38,Yes
EMP4124,Marketing,20,36,13.47,63,4.3,4086.33,No
EMP4125,HR,31,34,6.17,79,1.7,5124.13,Yes
EMP4126,IT,42,25,8.27,67,4.8,4345.78,No
EMP4127,IT,47,32,11.46,87,2.9,5643.03,Yes
EMP4128,Marketing,47,18,10.38,97,1.2,6291.65,No
EMP4129,Finance,59,38,1.19,84,1.1,5448.44,Yes
EMP4130,Sales,49,25,4.48,99,2.5,6421.38,No
EMP4131,Sales,52,5,12.6,80,1.3,5188.99,Yes
EMP4132,Marketing,37,36,2.74,90,2.2,5837.62,No
EMP4133,HR,43,4,13.78,80,3.1,5188.99,No
EMP4134,Marketing,35,13,14.5,94,1.8,6097.07,No
EMP4135,Sales,51,36,12.25,73,1.8,4734.96,No
EMP4136,HR,42,30,9.28,98,4.5,6356.52,Yes
EMP4137,IT,58,26,6.36,78,1.5,5059.27,No
EMP4138,IT,25,0,4.92,82,3.1,5318.72,Yes
EMP4139,HR,49,12,5.93,68,2.9,4410.64,No
EMP4140,IT,45,5,12.34,98,2.9,6356.52,No
EMP4141,Marketing,31,29,3.85,98,2.6,6356.52,No
EMP4142,HR,55,36,11.22,90,4.4,5837.62,No
EMP4143,HR,46,20,13.2,68,4.4,4410.64,Yes
EMP4144,Finance,53,35,6.96,61,4.6,3956.61,Yes
EMP4145,Finance,27,22,9.72,67,3.2,4345.78,No
EMP4146,IT,44,38,6.79,68,2.1,4410.64,No
EMP4147,HR,43,19,1.17,63,1.4,4086.33,No
EMP4148,Marketing,31,31,8.85,85,4.4,5513.3,Yes
EMP4149,Finance,25,36,1.42,98,1.2,6356.52,No
EMP4150,IT,56,18,4.82,61,1.3,3956.61,No
EMP4151,Finance,36,8,3.25,66,2.2,4280.92,Yes
EMP4152,Marketing,46,1,3.69,96,2.9,6226.79,No
EMP4153,Marketing,26,39,12.68,93,2.1,6032.2,No
EMP4154,Sales,27,1,13.38,75,4.7,4864.68,No
EMP4155,Marketing,57,39,1.44,66,1.0,4280.92,No
EMP4156,Marketing,32,2,8.46,61,1.1,3956.61,No
EMP4157,Sales,44,10,11.82,60,3.6,3891.74,No
EMP4158,Sales,50,25,4.19,92,3.7,5967.34,No
EMP4159,Finance,35,19,1.1,92,2.8,5967.34,No
EMP4160,Sales,31,33,2.55,93,4.9,6032.2,No
EMP4161,IT,33,14,4.01,98,4.4,6356.52,No
EMP4162,IT,21,35,4.52,65,3.9,4216.06,No
EMP4163,IT,53,26,5.11,62,4.0,4021.47,No
EMP4164,HR,20,6,4.16,74,4.2,4799.82,No
EMP4165,IT,33,25,6.37,71,1.5,4605.23,Yes
EMP4166,Finance,50,29,9.27,74,3.3,4799.82,Yes
EMP4167,IT,50,16,2.21,68,5.0,4410.64,No
EMP4168,Sales,32,7,8.11,64,3.5,4151.19,No
EMP4169,HR,22,39,2.44,60,2.0,3891.74,No
EMP4170,Marketing,41,20,1.33,73,2.4,4734.96,No
EMP4171,IT,53,17,13.65,92,3.8,5967.34,No
EMP4172,Sales,51,4,3.0,81,2.8,5253.86,Yes
EMP4173,Sales,39,30,2.85,78,4.8,5059.27,No
EMP4174,HR,23,27,14.88,73,4.9,4734.96,No
EMP4175,HR,59,32,1.7,66,1.4,4280.92,Yes
EMP4176,IT,44,35,12.09,89,4.7,5772.75,No
EMP4177,IT,51,34,14.62,88,2.4,5707.89,No
EMP4178,HR,32,4,10.25,75,2.8,4864.68,No
EMP4179,IT,25,32,1.53,94,1.6,6097.07,No
EMP4180,IT,51,28,5.93,60,3.0,3891.74,No
EMP4181,Finance,39,38,0.39,68,3.3,4410.64,No
EMP4182,HR,44,13,1.73,60,2.4,3891.74,No
EMP4183,Sales,36,15,0.06,94,3.9,6097.07,No
EMP4184,Sales,43,36,4.74,66,3.5,4280.92,No
EMP4185,Finance,32,37,3.91,84,3.4,5448.44,No
EMP4186,Finance,54,35,7.46,86,3.9,5578.17,No
EMP4187,IT,50,39,5.42,70,1.1,4540.37,No
EMP4188,HR,34,28,14.92,74,4.4,4799.82,No
EMP4189,IT,24,20,4.74,94,2.2,6097.07,Yes
EMP4190,Marketing,38,1,9.17,66,1.0,4280.92,No
EMP4191,Marketing,45,7,6.6,67,4.9,4345.78,No
EMP4192,IT,36,28,13.19,60,1.1,3891.74,No
EMP4193,Marketing,56,38,14.1,98,4.3,6356.52,No
EMP4194,Marketing,59,8,3.1,70,3.8,4540.37,No
EMP4195,Sales,21,19,1.76,70,4.5,4540.37,No
EMP4196,IT,25,16,4.25,90,1.4,5837.62,No
EMP4197,IT,27,16,12.69,88,3.6,5707.89,No
EMP4198,IT,28,12,3.89,69,4.9,4475.51,No
EMP4199,IT,56,34,7.94,70,3.1,4540.37,No
EMP4200,Finance,42,12,13.29,74,4.6,4799.82,No
EMP4201,Marketing,35,23,12.51,97,1.4,6291.65,No
EMP4202,IT,50,0,14.26,91,1.4,5902.48,Yes
EMP4203,Finance,44,7,8.39,62,1.9,4021.47,No
EMP4204,Finance,50,7,1.83,96,1.3,6226.79,No
EMP4205,Marketing,33,24,2.55,64,1.4,4151.19,No
EMP4206,Marketing,56,6,6.35,94,1.3,6097.07,No
EMP4207,Finance,58,19,8.1,88,2.8,5707.89,No
EMP4208,IT,39,24,11.72,99,3.0,6421.38,No
EMP4209,Marketing,33,19,6.15,67,1.5,4345.78,No
EMP4210,Marketing,42,21,0.75,76,1.3,4929.54,No
EMP4211,Sales,39,18,5.03,65,3.1,4216.06,No
EMP4212,Sales,51,11,7.26,68,2.0,4410.64,No
EMP4213,Marketing,48,22,14.1,63,1.6,4086.33,No
EMP4214,IT,56,20,4.98,88,2.3,5707.89,No
EMP4215,HR,41,5,11.98,79,4.9,5124.13,Yes
EMP4216,HR,35,7,0.96,60,4.7,3891.74,No
EMP4217,Finance,40,18,11.87,88,4.4,5707.89,Yes
EMP4218,Sales,51,28,10.79,69,4.3,4475.51,No
EMP4219,HR,34,0,4.33,95,2.7,6161.93,Yes
EMP4220,Sales,56,8,13.13,67,1.8,4345.78,No
EMP4221,IT,27,30,9.45,71,3.2,4605.23,No
EMP4222,Finance,41,9,0.72,84,3.0,5448.44,No
EMP4223,IT,55,25,5.0,94,4.9,6097.07,No
EMP4224,Marketing,39,22,10.63,87,3.5,5643.03,No
EMP4225,IT,20,11,3.84,71,1.1,4605.23,No
EMP4226,Sales,39,15,1.03,73,2.3,4734.96,No
EMP4227,IT,38,34,0.28,92,4.7,5967.34,No
EMP4228,Finance,54,0,1.17,71,3.1,4605.23,No
EMP4229,IT,50,39,12.11,88,2.3,5707.89,Yes
EMP4230,HR,45,35,11.04,77,2.2,4994.41,No
EMP4231,Finance,34,11,1.83,73,4.0,4734.96,No
EMP4232,Marketing,26,0,14.87,71,2.6,4605.23,No
EMP4233,IT,37,14,11.47,71,3.4,4605.23,Yes
EMP4234,Marketing,33,27,8.53,79,2.7,5124.13,No
EMP4235,Marketing,22,15,12.7,76,3.0,4929.54,No
EMP4236,Sales,51,36,0.56,79,3.6,5124.13,No
EMP4237,Sales,41,19,14.82,78,2.1,5059.27,Yes
EMP4238,Finance,37,25,12.83,68,4.3,4410.64,No
EMP4239,Sales,52,17,9.86,90,3.7,5837.62,No
EMP4240,IT,50,17,4.98,98,3.2,6356.52,No
EMP4241,IT,20,24,4.07,67,4.4,4345.78,No
EMP4242,Finance,38,25,7.19,66,2.9,4280.92,No
EMP4243,HR,59,2,0.61,85,1.1,5513.3,No
EMP4244,Sales,39,25,8.62,70,4.3,4540.37,No
EMP4245,HR,49,25,14.83,72,1.1,4670.09,No
EMP4246,IT,52,30,4.08,73,3.1,4734.96,No
EMP4247,Sales,28,18,3.08,71,2.7,4605.23,No
